symbol,term,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Inventory,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing Cash Flow,Dividend,Financing Cash Flow,Price,Price_M1,Price_M2,Price_M3,name,name_kr,sector,industry,avg_volume
AFMD,2019Q4,23.9579,,23.9579,11.4979,-36.2612,-36.2488,-0.53,-35.2464,-36.2612,64.242,116.632,1.6598000000000002,0.3315,118.624,7.2184,125.842,2.3576,39.4027,0.3114,43.1323,82.535,43.307,1.0147,-32.5427,-1.4828999999999999,4.8608,,29.1626,2.74,2.62,2.36,1.58,Affimed NV,아피메드,Healthcare,Biotechnology,441600
AG,2019Q4,363.944,232.146,131.798,35.125,-31.986,-40.474,-0.2,35.234,-31.986,201.615,176.497,33.932,30.517,242.979,769.973,1012.95,1.175,71.853,169.659,278.778,350.631,662.321,67.22,140.025,-118.608,-116.934,,87.68,12.26,10.07,7.54,6.19,First Majestic Silver Corp,퍼스트 머제스틱 실버,Basic Materials,Silver,5161770
AGCO,2019Q4,9041.4,7057.1,1984.3,1040.3,348.1,125.2,1.62,620.1,348.101,76.2,432.8,800.5,2078.7,3729.1,4030.6,7759.7,153.4,2884.5,1191.8,1968.2,4852.7,2907.0,272.0,695.9,-268.5,-271.6,0.63,-313.4,77.25,70.14,60.43,47.25,AGCO Corp,애그코,Industrials,Farm & Heavy Construction Machinery,474600
AGEN,2019Q4,150.048,0.0,150.048,46.041,-70.137,-107.865,-0.79,-63.475,-70.137,134.982,61.808,16.293,0.0,86.536,68.799,155.335,0.646,122.209,13.38,264.463,386.672,-231.337,6.662,-18.682,-4.657,-4.657,,31.323,4.07,3.74,2.5300000000000002,2.45,Agenus Inc,아제너스,Healthcare,Biotechnology,760000
AGFS,2019Q4,170.065,45.049,125.016,59.446,-40.755,-53.591,-1.24,48.76,-40.755,50.124,29.288,68.634,22.621,132.345,673.347,805.692,4.675,49.778,398.064,422.228,472.006,333.686,89.515,20.059,-4.176,-4.426,,-22.047,2.58,2.34,2.19,1.6400000000000001,AgroFresh Solutions Inc,아그로프레시 솔루션,Consumer Defensive,Farm Products,149233
AGI,2019Q4,683.1,339.0,344.1,29.0,126.0,96.1,0.25,291.0,126.0,390.16,205.6,42.0,126.9,394.3,3002.2,3396.5,0.0,127.3,0.0,573.9,701.2,2695.3,165.0,260.4,-263.6,-267.6,,-17.0,6.02,6.3,5.83,5.0,Alamos Gold Inc Class A,알라모스 골드,Basic Materials,Gold,3680730
AGIO,2019Q4,117.912,1.317,116.595,102.007,-233.797,-411.472,-6.87,-228.904,-316.269,59.9945,564.877,15.319,7.331,611.704,279.037,890.741,6.915,92.886,0.673,157.327,250.213,640.528,4.893,-370.622,-12.028,91.44,,289.611,47.75,48.73,47.48,35.48,Agios Pharmaceuticals Inc,애지오스 파마슈티컬스,Healthcare,Biotechnology,1273230
AGNC,2019Q4,2842.0,2149.0,693.0,47.0,688.0,628.0,1.16,1289.0,688.0,540.6,1282.0,10181.0,,11463.0,101619.0,113082.0,89188.0,92166.0,228.0,9875.0,102041.0,11041.0,601.0,1180.0,0.0,-14218.0,2.16,12800.0,17.68,18.59,17.04,10.58,AGNC Investment Corp,AGNC 인베스트먼트,Real Estate,Reit Mortgage,8004970
AGO,2019Q4,963.0,93.0,870.0,196.0,549.0,402.0,4.03,549.0,549.0,99.3,169.0,1286.0,,1455.0,12871.0,14326.0,0.3055,3736.0,1235.0,3945.0,7681.0,6645.0,-35.0,-509.0,0.0,1169.0,0.72,-584.0,49.02,45.84,40.81,25.79,Assured Guaranty Ltd,어슈어드 개런티,Financial Services,Insurance Specialty,422767
AGR,2019Q4,6336.0,1509.0,4827.0,2896.0,998.0,667.0,2.26,1995.0,998.0,309.491,178.0,1092.0,251.0,2025.0,32299.0,34394.0,730.0,3589.0,6716.0,15266.0,18855.0,15539.0,997.0,1588.0,-2717.0,-2708.0,1.76,1261.0,51.16,53.26,49.69,43.78,Avangrid Inc,아반그리드,Utilities,Utilities Regulated Electric,515833
AGRO,2019Q4,887.138,600.759,286.379,164.174,121.383,-0.772,-0.01,340.99,121.383,117.252,291.711,127.338,229.923,649.066,1872.24,2521.31,188.078,364.4,780.202,1128.02,1492.42,1028.88,219.607,322.11,-248.915,-249.639,,-37.863,8.37,7.47,6.54,3.89,Adecoagro SA,아데코아그로,Consumer Defensive,Farm Products,404133
AGS,2019Q4,304.714,86.468,218.246,61.785,23.737,-11.752,-0.33,123.506,23.737,35.424,13.182,61.224,32.875,115.596,646.782,762.378,6.038,56.476,518.689,572.118,628.594,133.784,99.769,87.989,-49.97,-127.932,,-17.683,12.13,10.28,9.69,2.65,PlayAGS Inc,플레이AGS,Consumer Cyclical,Gambling,274900
AGTC,2019Q4,24.177,0.0,24.177,12.98,-21.355,-19.225,-1.06,-20.072,-21.355,18.219,62.555,0.169,,64.717,17.534,82.251,0.705,14.931000000000001,0.063,7.281,22.212,60.039,1.283,-33.517,-0.516,27.48,,0.135,4.52,6.28,4.73,3.2800000000000002,Applied Genetic Technologies Corp,어플라이드 제네틱 테크놀로지스,Healthcare,Biotechnology,178033
AGX,2019Q4,258.667,263.99,-5.323,41.309,-50.195,-37.708,-2.42,-45.511,-50.195,15.633,294.589,34.88,0.0,405.9,66.817,472.717,0.0,118.957,0.5630000000000001,2.342,121.299,351.418,4.684,2.686,-7.541,108.459,1.0,-13.987,40.14,42.11,41.73,34.57,Argan Inc,아간,Industrials,Engineering & Construction,114700
AGYS,2019Q4,157.716,76.826,80.89,43.656,-10.881,-10.664,-0.47000000000000003,6.716,-10.881,23.24,41.905,29.794,1.8559999999999999,84.313,87.515,171.828,4.259,62.569,0.031,12.323,74.892,96.936,17.597,10.795,-4.717,-4.743,,-1.1360000000000001,25.41,32.5,32.13,16.7,Agilysys Inc,어질리시스,Technology,Software Application,115500
AHCO,2019Q4,529.644,440.705,88.939,56.493,29.378,-21.341,-0.03,93.257,29.3779,22.557,76.878,78.619,13.239,181.415,365.123,546.538,1.721,154.052,401.27,430.634,584.686,-38.148,63.879,60.418,-21.332,-84.87,,76.144,10.98,13.27,16.15,16.0,Adapthealth Corp,어탭트헬스 Class A,Healthcare,Medical Devices,315833
AHH,2019Q4,257.198,49.293,207.905,12.392,42.637,21.598,0.4,93.547,42.637,53.119,43.579,59.831,,262.781,1484.9,1804.9,13.0,17.803,968.44,1090.17,1149.45,655.447,50.91,67.729,-153.166,-295.063,0.84,246.862,18.35,18.34,16.76,10.7,Armada Hoffler Properties Inc,아마다 호플러 프로퍼티즈,Real Estate,Reit Diversified,281067
AIG,2019Q4,49746.0,37771.0,11975.0,5164.0,5394.0,3326.0,3.8,11817.0,6811.0,876.75,2856.0,48251.0,,51107.0,473957.0,525064.0,1.9761000000000002,302406.0,35350.0,155231.0,457637.0,67427.0,5006.0,-1807.0,0.0,-5475.0,1.28,7258.0,51.33,50.26,42.16,24.25,American International Group Inc,아메리칸 인터내셔널 그룹,Financial Services,Insurance Diversified,4387300
AIM,2019Q4,0.14,0.893,-0.753,7.039,-12.443,-9.404,-5.3937,-11.363,-12.443,3.643,8.778,0.8200000000000001,0.0,10.446,10.308,20.754,0.214,1.127,6.014,6.185,7.312,13.442,1.08,-9.067,-0.068,-6.147,,16.385,0.54,1.0,2.05,2.56,AIM ImmunoTech Inc,AIM 이뮤노테크,Healthcare,Biotechnology,187367
AIMC,2019Q4,1834.1,1177.8,656.3,359.0,224.1,127.2,1.98,357.6,224.1,64.3,167.3,248.4,222.5,667.3,3616.4,4283.7,18.0,339.7,1563.8,2021.7,2361.4,1922.3,133.5,255.9,-51.4,-80.9,0.68,-177.9,36.21,33.26,30.12,17.49,Altra Industrial Motion Corp,알트라 인더스트리얼 모션,Industrials,Specialty Industrial Machinery,491200
AIN,2019Q4,1054.13,656.431,397.701,163.651,193.576,132.398,4.09,264.821,193.576,32.296,195.54,224.433,95.149,618.334,856.034,1474.37,0.02,202.719,424.009,568.96,771.679,702.689,71.245,200.352,-67.955,-98.748,0.73,-100.307,75.92,69.77,64.07,47.33,Albany International Corp Class A,앨버니 인터내셔널,Consumer Cyclical,Textile Manufacturing,229233
AINV,2019Q4,266.726,,266.726,57.935,208.791,63.028,0.91,274.887,208.791,66.613,36.31,29.324,,70.114,2989.91,3060.02,0.0073,51.874,1785.64,1792.27,1844.14,1215.88,66.096,-596.888,0.0,0.0,1.8,609.124,17.46,17.27,15.24,6.75,Apollo Investment Corp,아폴로 인베스트먼트,Financial Services,Asset Management,221167
AIR,2019Q4,2194.6,1846.8,347.8,233.3,110.0,4.1,0.11,154.1,110.0,34.6,52.7,208.5,580.4,1072.2,682.7,1754.9,0.0,406.5,196.1,426.7,833.2,921.7,44.1,85.0,-19.6,-21.3,0.30000000000000004,-51.8,45.1,42.58,34.55,17.76,AAR Corp,AAR,Industrials,Aerospace & Defense,239800
AIT,2019Q4,3457.96,2452.36,1005.6,747.615,226.395,133.168,3.44,322.037,226.395,38.649,128.149,502.894,463.609,1142.56,1276.44,2419.0,73.771,420.701,874.423,1036.05,1456.76,962.241,95.642,219.92,-22.755,-89.771,1.24,-81.939,66.69,64.57,58.99,45.72,Applied Industrial Technologies Inc,어플라이드 인더스트리얼 테크놀로지,Industrials,Industrial Distribution,329300
AIV,2019Q4,143.692,61.86,81.832,7.062,15.059,0.304,3.95,79.535,15.059,148.549,10.12,0.0,,10.12,1250.0,1260.13,176.0,100.98,492.638,645.585,746.565,513.56,64.476,57.929,-135.229,-412.856,0.21,360.242,6.89,7.03,6.38,4.69,Apartment Investment and Management Co Class A,아파트먼트 인베스트먼트 & 매니지먼트,Real Estate,Reit Residential,6786960
AIZ,2019Q4,9569.1,2385.7,7183.4,6423.7,617.699,363.9,5.86,853.799,728.299,61.943,1867.1,11286.2,,13153.3,31137.9,44291.2,0.0177,32756.1,2006.9,5853.0,38609.1,5682.1,125.5,1413.4,-110.3,-619.8,2.43,-179.2,131.08,130.56,120.59,104.09,Assurant Inc,어슈런트,Financial Services,Insurance Specialty,427100
AJG,2019Q4,7195.0,4692.3,2502.7,0.0,805.9,668.8,3.58,1280.3,805.9,186.0,2623.9,5419.2,0.0,9117.5,10517.3,19634.8,877.0,8921.0,3816.1,5498.3,14419.3,5215.5,474.4,1191.1,-138.8,-1448.5,1.72,638.4,95.23,102.57,97.49,81.51,Arthur J Gallagher & Co,아서 J 갤러거 앤 코,Financial Services,Insurance Brokers,850200
AJRD,2019Q4,1981.5,1613.6,367.9,53.6,238.2,138.4,1.79,322.1,238.2,77.2,935.6,112.5,24.0,1418.0,1289.8,2707.8,284.7,869.9,352.3,1261.2,2131.1,576.7,83.9,261.2,-42.9,-41.8,,-24.1,45.66,52.07,49.28,41.83,Aerojet Rocketdyne Holdings Inc,에어로제트 로켓다인 홀딩스,Industrials,Aerospace & Defense,674133
AJX,2019Q4,64.919,,64.919,,37.642,34.369,1.76,30.776,37.642,19.71,64.363,17.013,,1232.85,343.996,1576.84,414.114,419.592,771.531,773.165,1192.76,384.084,-6.866,-14.998,-10.088,100.167,1.38,-75.976,14.81,15.09,14.13,6.36,Great Ajax Corp,그레이트 에이잭스,Real Estate,Reit Mortgage,171167
AKAM,2019Q4,2893.62,987.624,1905.99,1039.98,548.918,478.035,2.95,1035.45,548.918,162.706,1536.99,551.943,,2231.61,4775.27,7006.89,139.0,693.336,1839.79,2655.59,3348.93,3657.96,486.531,1058.3,-562.077,-1667.93,,-35.677,86.38,93.35,86.51,91.49,Akamai Technologies Inc,아카마이 테크놀로지,Technology,Software Infrastructure,1466470
AKBA,2019Q4,335.001,145.336,189.665,149.455,-286.288,-279.659,-2.36,-248.461,-286.288,118.396,147.449,39.109,116.349,309.533,461.668,771.201,4.989,208.118,75.805,168.326,376.444,394.757,37.827,-257.441,-6.655,211.176,,88.97,6.32,7.22,8.87,7.58,Akebia Therapeutics Inc,아케비아 테라퓨틱스,Healthcare,Biotechnology,496667
AKR,2019Q4,289.585,88.231,201.354,34.299,73.078,53.717,0.62,202.376,73.078,84.436,30.01,59.091,,204.044,4105.07,4309.11,0.0,314.754,1764.96,1807.39,2122.15,2186.96,129.298,131.382,-320.32,-410.538,1.13,273.956,25.93,24.82,22.84,12.39,Acadia Realty Trust,아카디아 리얼티 트러스트,Real Estate,Reit Retail,580200
AKTS,2019Q4,1.8679999999999999,1.6219999999999999,0.246,10.143,-30.113,-33.484,-0.91,-24.626,-30.113,31.4282,46.253,1.126,0.094,48.347,20.96,69.307,0.112,4.12,20.375,20.993,25.113,44.194,5.487,-21.161,-7.144,-7.369,,32.799,8.0,7.35,7.24,5.37,Akoustis Technologies Inc,아쿠스티스 테크놀러지,Technology,Communication Equipment,361567
AL,2019Q4,2016.9,,2016.9,144.398,735.685,575.163,5.14,1905.36,1133.01,111.895,338.061,,,338.061,21371.1,21709.2,1405.0,516.497,13578.9,15569.1,16085.6,5623.54,772.35,1392.47,-3843.98,-3843.98,0.54,2466.57,47.52,42.94,38.36,22.14,Air Lease Corp Class A,에어 리스 Class A,Industrials,Rental & Leasing Services,404400
ALB,2019Q4,3589.43,2331.65,1257.78,533.368,666.123,533.228,5.03,879.607,666.123,105.949,613.11,680.202,768.984,2225.11,7635.75,9860.86,187.336,1409.0,2862.92,4358.29,5767.28,4093.58,213.484,719.374,-841.44,-1663.62,1.47,1042.69,73.04,80.28,81.85,56.37,Albemarle Corp,앨버말,Basic Materials,Specialty Chemicals,1901200
ALC,2019Q4,7508.0,3846.0,3662.0,2847.0,-187.0,-656.0,-1.13,1269.0,-187.0,488.2,822.0,1407.0,1505.0,4236.0,23419.0,27655.0,261.0,2300.0,3218.0,6052.0,8352.0,19303.0,1456.0,920.0,-553.0,-1011.0,,659.0,56.57,58.94,61.3,50.82,Alcon AG,알콘,Healthcare,Medical Instruments & Supplies,637667
ALE,2019Q4,1240.5,471.3,769.2,69.8,179.8,185.6,3.59,380.5,179.8,51.6,69.3,96.4,72.8,269.5,5213.3,5482.8,212.9,507.4,1400.9,2639.8,3147.2,2335.6,200.7,246.9,-597.1,-342.7,2.35,109.3,81.17,83.48,68.99,60.68,ALLETE Inc,올레트,Utilities,Utilities Diversified,197300
ALEC,2019Q4,21.219,0.0,21.219,35.095,-114.404,-105.385,-1.7000000000000002,-108.83,-114.404,61.7345,353.073,0.0,,357.437,64.476,421.913,6.565,61.97,41.471,165.2,227.17,194.743,5.574,-99.308,-15.265,-48.874,,172.353,17.23,27.94,27.48,24.13,Alector Inc,알렉터,Healthcare,Biotechnology,305033
ALEX,2019Q4,435.2,340.9,94.3,58.9,-14.3,-36.4,-0.51,85.9,-14.3,72.2,15.4,79.4,3.1,94.8,1967.7,2084.3,36.0,128.7,704.6,805.3,955.6,1128.7,100.2,157.6,-250.7,-240.4,0.6900000000000001,-136.7,20.96,21.86,18.8,11.22,Alexander & Baldwin Inc (Hawaii),알렉산더 & 볼드윈,Real Estate,Reit Diversified,299867
ALG,2019Q4,1119.14,845.647,273.491,172.921,94.912,63.103,5.35,125.172,94.912,11.729,42.311,250.744,267.674,570.828,641.935,1212.76,18.84,162.874,425.141,480.132,643.006,569.757,30.26,88.813,-29.06,-429.94,0.48,349.223,125.55,124.56,110.77,88.78,Alamo Group Inc,알라모 그룹,Industrials,Farm & Heavy Construction Machinery,230333
ALGN,2019Q4,2406.8,662.899,1743.9,1072.05,542.493,442.776,5.57,621.483,542.493,79.424,868.627,550.291,112.051,1633.42,867.283,2500.7,16.0,970.97,43.0,183.563,1154.53,1346.17,78.99,747.27,-149.707,-350.444,,-485.54,279.04,257.1,218.35,173.95,Align Technology Inc,얼라인 테크놀로지,Healthcare,Medical Devices,1110030
ALGT,2019Q4,1840.96,1141.41,699.557,78.91,363.95,232.117,14.27,519.802,363.95,16.027,472.713,25.516,28.375,562.221,2448.58,3010.8,173.274,612.584,1269.87,1514.67,2127.25,883.551,155.852,442.21,-506.845,-476.463,2.8,75.127,174.04,168.04,135.54,81.8,Allegiant Travel Co,얼리전트 트래블,Industrials,Airlines,179000
ALK,2019Q4,8781.0,1746.0,8781.0,6363.0,1063.0,769.0,6.23,1486.0,1063.0,123.279,1521.0,323.0,72.0,2037.0,9245.0,12993.0,235.0,3201.0,1264.0,5461.0,8662.0,4331.0,423.0,1722.0,-668.0,-791.0,1.4,-813.0,67.75,64.59,50.46,28.47,Alaska Air Group Inc,알래스카 에어 그룹,Industrials,Airlines,788800
ALKS,2019Q4,1170.95,180.385,990.562,599.449,-175.479,-196.62,-1.26,-95.0659,-175.479,157.051,534.979,257.086,101.803,961.97,843.433,1805.4,2.843,391.112,274.295,328.849,719.961,1085.44,80.413,72.077,-90.042,-141.833,,6.765,20.4,17.41,20.84,14.42,Alkermes Plc,앨커미스,Healthcare,Biotechnology,1109900
ALL,2019Q4,44675.0,26655.0,18020.0,5533.0,6451.0,4678.0,14.29,7098.0,6451.0,328.2,338.0,15683.0,338.0,16021.0,103929.0,119950.0,0.0,73976.0,6631.0,19976.0,93952.0,25998.0,647.0,5129.0,-433.0,-2807.0,2.0,-2483.0,112.45,118.54,105.25,91.73,Allstate Corp,올스테이트,Financial Services,Insurance Property & Casualty,1947300
ALLE,2019Q4,2854.0,1601.7,1252.3,681.3,565.1,401.8,4.3,654.0,565.1,93.6,358.7,329.8,269.9,1001.8,1965.4,2967.2,0.1,507.0,1427.6,1699.8,2206.8,760.4,88.9,488.2,-65.6,-77.6,1.08,-342.2,124.54,129.32,114.99,92.02,Allegion PLC,얼리지언,Industrials,Security & Protection Services,642833
ALLY,2019Q4,11618.0,4243.0,7375.0,4427.0,1967.0,1715.0,4.36,,,393.234,3555.0,,,133239.0,47405.0,180644.0,0.0,128896.0,34027.0,37332.0,166228.0,14416.0,1555.0,4050.0,0.0,-3769.0,0.68,-1530.0,30.56,32.03,25.07,14.43,Ally Financial Inc,앨라이 파이낸셜,Financial Services,Credit Services,2409930
ALNY,2019Q4,219.75,25.062,194.688,479.005,-939.431,-886.116,-8.14,-885.063,-939.431,109.264,1536.16,43.011,56.348,1715.86,679.27,2395.13,28.0,352.594,276.0,603.848,956.442,1438.69,54.368,-278.427,-140.156,-417.677,,823.184,115.17,114.79,117.66,108.85,Alnylam Pharmaceuticals Inc,앨나일램 파마슈티컬스,Healthcare,Biotechnology,773900
ALPP,2019Q4,28.1515,22.5091,5.6425,8.1222,-2.4798,-3.1332,0.0,-1.2242,-2.4798,75.207,0.3025,8.7316,2.4012000000000002,12.3723,23.4293,35.8016,0.0,21.6267,25.2199,26.1451,47.7717,-11.9701,1.2555,-1.9426,-0.0712,-2.9978,,4.8284,0.2,0.09,0.07,0.04,Alpine 4 Holdings Inc Class A,알파인 4 홀딩스 Class A,Industrials,Metal Fabrication,2696830
ALRM,2019Q4,502.363,183.599,318.764,131.774,50.413,53.531,1.11,80.955,50.413,48.427,119.629,76.373,34.168,243.674,314.125,557.799,7.683,75.795,63.0,126.353,202.148,355.651,30.542,47.112,-19.324,-73.414,,-0.13,42.97,43.93,48.25,38.91,Alarm.com Holdings Inc,알람닷컴 홀딩스,Technology,Software Application,242367
ALSN,2019Q4,2698.0,1304.0,1394.0,356.0,892.0,604.0,4.94,1064.0,892.0,122.0,192.0,253.0,199.0,686.0,3764.0,4450.0,6.0,417.0,2512.0,3252.0,3669.0,781.0,172.0,847.0,-172.0,-405.0,0.6000000000000001,-480.0,48.32,44.2,40.6,32.61,Allison Transmission Holdings Inc,앨리슨 트랜스미션 홀딩스,Consumer Cyclical,Auto Parts,1132070
ALTO,2019Q4,1424.88,1434.82,-9.9381,35.453,-74.683,-90.214,-1.8900000000000001,-25.574,-74.683,47.384,18.997,74.307,60.6,232.064,380.431,612.495,63.0,160.398,180.795,225.052,385.45,227.045,49.109,-23.363,-3.281,-3.281,,19.014,0.65,0.65,0.44,0.26,Alto Ingredients Inc,알토 인그리디언츠,Basic Materials,Specialty Chemicals,367467
ALTR,2019Q4,458.915,132.599,326.316,188.229,8.207,-7.542,-0.1,35.392,8.207,71.544,223.117,112.248,2.4,352.457,390.688,743.145,0.43,152.866,178.238,235.572,388.438,354.707,27.185,31.393,-9.66,-35.839,,191.916,35.91,36.95,34.8,26.5,Altair Engineering Inc Class A,알테어 엔지니어링,Technology,Software Infrastructure,314133
ALV,2019Q4,8548.0,6963.0,1585.0,399.0,724.999,462.0,5.29,1076.0,725.0,87.2,444.7,1653.5,740.9,3002.1,3769.1,6771.2,368.1,2410.2,1726.1,2238.6,4648.8,2122.4,351.0,641.0,-476.0,-476.0,2.48,-338.0,84.41,76.63,66.73,46.01,Autoliv Inc,오토리브,Consumer Cyclical,Auto Parts,571100
AM,2019Q4,792.588,195.818,596.77,118.113,-398.493,-355.556,-0.8,-242.774,-398.493,442.64,1.235,105.603,,108.558,6174.32,6282.88,0.006200000000000001,242.084,2892.25,2897.38,3139.46,3143.41,155.719,622.387,-391.99,-525.675,,-98.299,7.59,5.04,4.36,2.1,Antero Midstream Corp,앤테로 미드스트림,Energy,Oil & Gas Midstream,7356130
AMAL,2019Q4,50.026,,,,,11.986,1.48,,,31.5421,,,,,,0.0,86.0,,52.0,,4835.0,490.0,0.0,26.573,0.0,-236.393,0.26,261.119,19.45,17.24,16.01,10.82,Amalgamated Bank,아말게이티드 뱅크,Financial Services,Banks Regional,103567
AMAT,2019Q4,14608.0,8222.0,6386.0,982.0,3350.0,2706.0,2.89,3713.0,3350.0,937.0,3618.0,2533.0,3474.0,10206.0,8818.0,19024.0,600.0,4447.0,4713.0,6363.0,10810.0,8214.0,363.0,3247.0,-441.0,-443.0,0.8300000000000001,-3115.0,61.04,57.99,58.12,45.82,Applied Materials Inc,어플라이드 머티어리얼즈,Technology,Semiconductor Equipment & Materials,7078570
AMBA,2019Q4,222.59,92.543,130.047,51.675,-50.183,-36.354,-1.11,-41.324,-50.183,33.3042,400.8,21.609,19.845,447.428,67.061,514.489,2.161,50.805,8.519,18.444,69.249,445.24,8.859,49.258,-1.9849999999999999,-12.137,,2.849,60.56,59.14,59.45,48.56,Ambarella Inc,암바렐라,Technology,Semiconductor Equipment & Materials,2721800
AMBC,2019Q4,496.0,13.0,483.0,0.0,85.0,-216.0,-4.69,317.0,85.0,45.9549,81.0,2471.0,,2552.0,10766.0,13320.0,0.0256,2537.0,7376.0,9248.0,11783.0,1536.0,232.0,-311.0,0.0,1000.0,,-691.0,21.57,21.43,19.22,12.34,Ambac Financial Group Inc,암박 파이낸셜 그룹,Financial Services,Insurance Specialty,315333
AMC,2019Q4,5471.0,1977.8,3493.2,267.0,136.0,-149.1,-1.74,613.1,136.0,103.832,275.5,254.2,38.0,673.1,13002.7,13675.8,20.0,1933.2,4823.0,10528.4,12461.6,1214.2,477.1,579.0,-494.9,-516.1,0.8,-112.9,7.24,6.52,6.26,3.16,AMC Entertainment Holdings Inc Class A,AMC 엔터테인먼트 홀딩스 Class A,Communication Services,Entertainment,1663830
AMCR,2019Q4,11094.2,8978.0,2116.2,1275.4,806.0,445.0,0.2894,1406.5,806.0,1613.7,673.8,1669.1,1891.8,4687.6,12145.0,16832.6,4.2,3767.4,5853.5,7662.3,11429.7,5402.9,787.0,1118.0,-451.0,204.0,0.56,-1207.0,10.84,10.59,9.32,8.12,Amcor PLC,앰코,Consumer Cyclical,Packaging & Containers,13748300
AMCX,2019Q4,3060.32,1506.98,1553.34,679.444,625.277,380.486,6.75,1730.8,625.277,56.205,816.17,857.143,427.0,2330.3,3266.39,5596.69,56.25,804.342,3039.98,4100.84,4905.18,691.505,1105.53,483.748,-91.604,-89.707,,-131.126,39.5,36.59,31.0,24.31,AMC Networks Inc Class A,AMC 네트웍스 Class A,Communication Services,Broadcasting,626533
AMD,2019Q4,6731.0,3863.0,2868.0,750.0,631.0,341.0,0.30000000000000004,919.0,631.0,1091.0,1503.0,1879.0,982.0,4597.0,1431.0,6028.0,43.0,2359.0,486.0,842.0,3201.0,2827.0,288.0,493.0,-217.0,-149.0,,43.0,45.86,47.0,45.48,45.48,Advanced Micro Devices Inc,어드밴스드 마이크로 디바이시스(AMD),Technology,Semiconductors,48494700
AME,2019Q4,5158.56,3370.9,1787.66,610.28,1177.38,861.297,3.79,1411.42,1177.38,227.759,393.03,744.76,624.567,2025.77,7818.79,9844.56,497.449,1425.86,2271.29,3303.21,4729.07,5115.49,234.042,1114.42,-102.346,-1150.93,0.56,72.913,99.74,97.15,86.0,72.02,AMETEK Inc,아메텍,Industrials,Specialty Industrial Machinery,1392970
AMED,2019Q4,1955.63,1150.34,805.296,607.926,177.472,126.833,3.95,232.678,177.472,32.142,96.49,237.596,0.0,350.554,912.191,1262.74,9.927,326.943,232.256,294.289,621.232,641.513,55.206,202.0,-7.2780000000000005,-352.948,,227.209,166.92,176.49,174.01,183.54,Amedisys Inc,아메디시스,Healthcare,Medical Care Facilities,246333
AMEH,2019Q4,560.618,467.805,92.813,41.482,32.42,14.116,0.4,53.167,32.42,34.708,219.803,76.025,,329.068,399.645,728.713,9.5,105.424,232.587,430.954,536.378,192.335,20.747,13.673,-1.042,-180.631,,163.331,18.41,17.92,17.47,12.92,Apollo Medical Holdings Inc,아폴로 메디컬 홀딩스,Healthcare,Medical Care Facilities,136567
AMG,2019Q4,2239.6,,2239.6,1319.8,697.0,15.7,0.41000000000000003,862.8,697.0,50.5,539.6,417.1,59.4,956.7,6696.8,7653.5,1793.8,2428.4,1874.0,1726.0,4154.4,3499.1,165.8,929.1,-9.6,-24.4,1.28,-934.7,84.74,79.85,75.22,59.14,Affiliated Managers Group Inc,어필리에이티드 매니저스 그룹,Financial Services,Asset Management,398367
AMGN,2019Q4,23362.0,4356.0,19006.0,5150.0,9674.0,7842.0,12.95,11880.0,9674.0,605.0,8911.0,4057.0,3584.0,18440.0,41267.0,59707.0,2953.0,12835.0,26950.0,37199.0,50034.0,9673.0,2206.0,9150.0,-618.0,5709.0,5.8,-15767.0,241.07,216.05,199.73,202.73,Amgen Inc,암젠,Healthcare,Drug Manufacturers General,2789800
AMH,2019Q4,1132.14,520.762,611.375,43.206,235.652,85.911,0.29,572.402,235.652,299.415,164.119,29.618,,193.737,8906.37,9100.11,23.0,243.193,2833.5,2838.13,3081.32,6018.79,336.75,457.887,-198.089,-376.866,0.2,-92.116,26.21,27.33,25.89,23.2,American Homes 4 Rent Class A,아메리칸 홈스 포 렌트 Class A,Real Estate,Reit Residential,2266200
AMK,2019Q4,417.936,88.006,417.936,227.111,17.201,-0.42,-0.04,59.826,29.47,66.2986,112.616,13.673,,132.854,1056.11,1188.96,0.0,41.577,121.692,288.522,330.099,858.861,30.356,55.083,-1.8820000000000001,-59.914,,-2.182,29.02,29.33,26.49,20.39,AssetMark Financial Holdings Inc,에셋마크 파이낸셜 홀딩스,Financial Services,Asset Management,178367
